"sample_f - RawData"
"Wavelength nm.","T%"
966.00,0.072
966.50,0.096
967.00,0.084
967.50,0.091
968.00,0.083
968.50,0.049
969.00,0.082
969.50,0.064
970.00,0.092
970.50,0.067
971.00,0.022
971.50,0.092
972.00,0.055
972.50,0.072
973.00,0.041
973.50,0.047
974.00,0.061
974.50,0.067
975.00,0.063
975.50,0.034
976.00,0.069
976.50,0.053
977.00,0.087
977.50,0.078
978.00,0.057
978.50,0.045
979.00,0.042
979.50,0.064
980.00,0.050
980.50,0.038
981.00,0.045
981.50,0.074
982.00,0.030
982.50,0.058
983.00,0.034
983.50,0.051
984.00,0.052
984.50,0.037
985.00,0.020
985.50,0.056
986.00,0.018
986.50,0.057
987.00,0.038
987.50,0.056
988.00,0.048
988.50,0.046
989.00,0.054
989.50,0.032
990.00,0.067
990.50,0.061
991.00,0.045
991.50,0.034
992.00,0.037
992.50,0.054
993.00,0.037
993.50,0.036
994.00,0.046
994.50,0.035
995.00,0.041
995.50,0.025
996.00,0.061
996.50,0.047
997.00,0.042
997.50,0.012
998.00,0.058
998.50,0.030
999.00,0.023
999.50,0.024
1000.00,0.041
1000.50,0.012
1001.00,0.054
1001.50,0.042
1002.00,0.044
1002.50,0.049
1003.00,0.026
1003.50,0.036
1004.00,0.043
1004.50,0.034
1005.00,0.020
1005.50,0.036
1006.00,0.032
1006.50,0.028
1007.00,0.035
1007.50,0.036
1008.00,0.023
1008.50,0.041
1009.00,0.020
1009.50,0.039
1010.00,0.043
1010.50,0.018
1011.00,0.019
1011.50,0.024
1012.00,0.034
1012.50,0.023
1013.00,0.030
1013.50,0.016
1014.00,0.019
1014.50,0.025
1015.00,0.019
1015.50,0.030
1016.00,0.030
1016.50,0.030
1017.00,0.025
1017.50,0.019
1018.00,0.016
1018.50,0.043
1019.00,0.024
1019.50,0.044
1020.00,0.026
1020.50,0.014
1021.00,0.055
1021.50,0.022
1022.00,0.017
1022.50,0.016
1023.00,0.020
1023.50,0.012
1024.00,0.023
1024.50,0.016
1025.00,0.026
1025.50,0.007
1026.00,0.034
1026.50,0.020
1027.00,0.031
1027.50,0.015
1028.00,0.023
1028.50,0.039
1029.00,0.013
1029.50,0.029
1030.00,0.012
1030.50,0.018
1031.00,0.008
1031.50,-0.004
1032.00,0.032
1032.50,0.027
1033.00,0.013
1033.50,0.015
1034.00,0.007
1034.50,0.017
1035.00,0.022
1035.50,0.018
1036.00,0.032
1036.50,0.007
1037.00,0.028
1037.50,0.008
1038.00,0.018
1038.50,0.024
1039.00,0.003
1039.50,0.009
1040.00,0.008
1040.50,0.013
1041.00,0.028
1041.50,0.033
1042.00,0.014
1042.50,0.014
1043.00,0.016
1043.50,0.023
1044.00,0.032
1044.50,0.023
1045.00,0.028
1045.50,0.023
1046.00,0.021
1046.50,0.010
1047.00,0.010
1047.50,0.024
1048.00,0.014
1048.50,0.034
1049.00,0.011
1049.50,0.033
1050.00,0.006
1050.50,0.008
1051.00,0.013
1051.50,0.010
1052.00,0.009
1052.50,0.034
1053.00,0.014
1053.50,0.014
